TRANSCRIPT_ID	GENE_NAME
ENST00000593468.5	ZNF682
ENST00000601729.1	AC006539.2
ENST00000454258.2	AC006539.3
ENST00000599968.1	BNIP3P13
ENST00000418063.3	ZNF90
ENST00000481419.1	AC006539.1
ENST00000616168.1	AC011447.5
ENST00000657925.1	AC011447.3
ENST00000497576.1	AC011447.1
ENST00000593655.5	AC011447.3
ENST00000592921.1	AC011447.2
ENST00000604600.1	BNIP3P15
ENST00000335117.9	ZNF486
ENST00000597083.5	ZNF486
ENST00000589779.1	BNIP3P16
ENST00000587562.1	AC011447.4
ENST00000623510.1	AC011447.6
ENST00000592022.1	AC011447.3
ENST00000670854.1	AC011447.3
ENST00000624228.1	AC011447.7
ENST00000605448.1	BNIP3P17
ENST00000599065.1	AC078899.3
ENST00000521432.2	AC078899.1
ENST00000593976.1	BNIP3P18
ENST00000593952.1	AC078899.4
ENST00000605397.1	BNIP3P19
ENST00000612475.1	AC078899.5
ENST00000542380.5	ZNF826P
ENST00000604827.1	BNIP3P20
ENST00000595282.2	AC078899.2
ENST00000622273.1	ZNF826P
ENST00000459320.1	MIR1270
ENST00000597334.1	ZNF826P
ENST00000593399.1	BNIP3P22
ENST00000598131.1	AC008554.1
ENST00000599655.1	BNIP3P23
ENST00000653011.1	AC008554.1
ENST00000427401.9	ZNF737
ENST00000596797.1	ZNF737
ENST00000595094.1	AC010636.2
ENST00000597393.1	VN1R78P
ENST00000598116.1	AC010636.1
ENST00000601440.6	ZNF626
ENST00000612591.4	ZNF626
ENST00000291750.6	ZNF626
ENST00000623497.1	AC010329.5
ENST00000595195.1	AC010329.2
ENST00000593903.1	AC010329.1
ENST00000593540.1	VN1R79P
ENST00000360204.5	ZNF66
ENST00000344519.10	ZNF66
ENST00000594534.5	ZNF66
ENST00000593398.1	BNIP3P24
ENST00000597006.1	AC008739.2
ENST00000597314.5	ZNF85
ENST00000328178.13	ZNF85
ENST00000300540.7	ZNF85
ENST00000596476.1	ZNF85
ENST00000345030.6	ZNF85
ENST00000623035.1	AC008739.5
ENST00000599859.2	KRT18P40
ENST00000598137.1	AC008739.1
ENST00000599548.5	ZNF430
ENST00000261560.10	ZNF430
ENST00000595401.1	ZNF430
ENST00000603262.1	AC008739.3
ENST00000597126.1	VN1R80P
ENST00000596053.5	ZNF714
ENST00000425625.5	ZNF714
ENST00000456283.7	ZNF714
ENST00000620627.1	ZNF714
ENST00000364165.1	RNA5SP469
ENST00000602085.1	VN1R81P
ENST00000600692.5	ZNF431
ENST00000599296.5	ZNF431
ENST00000594425.5	ZNF431
ENST00000311048.11	ZNF431
ENST00000481016.1	RPL7AP10
ENST00000601481.1	VN1R82P
ENST00000601088.1	AC010620.1
ENST00000600135.1	AC010620.2
ENST00000487216.1	RPL36AP51
ENST00000595739.1	AC022432.1
ENST00000595685.1	VN1R83P
ENST00000356929.3	ZNF708
ENST00000596023.1	BNIP3P25
ENST00000311015.7	ZNF738
ENST00000380870.8	ZNF738
ENST00000597810.5	ZNF738
ENST00000594245.1	ZNF738
ENST00000597319.1	AC010615.3
ENST00000594254.1	AC010615.1
ENST00000596302.5	ZNF493
ENST00000392288.6	ZNF493
ENST00000594390.5	ZNF493
ENST00000355504.4	ZNF493
ENST00000339914.6	ZNF493
ENST00000599461.1	ZNF493
ENST00000600810.1	AC010615.4
ENST00000596705.5	AC010615.2
ENST00000597444.6	AC010615.2
ENST00000599993.6	AC010615.2
ENST00000656526.1	AC010615.2
ENST00000600469.6	AC010615.2
ENST00000663704.1	AC010615.2
ENST00000593653.1	AC010615.2
ENST00000596718.5	LINC00664
ENST00000599078.1	LINC00664
ENST00000596203.1	LINC00664
ENST00000358491.9	ZNF429
ENST00000597078.5	ZNF429
ENST00000618549.1	ZNF429
ENST00000600827.1	BNIP3P26
ENST00000594564.1	AC123912.1
ENST00000662322.1	AC123912.4
ENST00000594927.1	AC123912.2
ENST00000612657.1	AC123912.6
ENST00000605470.1	AC123912.5
ENST00000600907.1	AC123912.3
ENST00000594186.1	MTDHP3
ENST00000600287.1	MTDHP4
ENST00000593697.1	VN1R84P
ENST00000358296.11	ZNF100
ENST00000305570.10	ZNF100
ENST00000608416.5	ZNF100
ENST00000596710.1	AC092364.2
ENST00000597012.1	AC092364.2
ENST00000598561.1	AC092364.1
ENST00000593824.1	AC092364.1
ENST00000594224.1	BRI3BPP1
ENST00000357491.10	ZNF43
ENST00000594012.5	ZNF43
ENST00000595461.5	ZNF43
ENST00000354959.8	ZNF43
ENST00000598381.5	ZNF43
ENST00000598288.5	ZNF43
ENST00000599991.1	BNIP3P27
ENST00000599916.5	ZNF208
ENST00000601773.5	ZNF208
ENST00000601468.1	MTDHP2
ENST00000624863.1	AC003973.2
ENST00000397126.9	ZNF208
ENST00000609966.5	ZNF208
ENST00000597040.1	ZNF208
ENST00000603918.1	BNIP3P28
ENST00000596778.1	AC003973.1
ENST00000653321.1	AC003973.1
ENST00000651236.1	AC003973.1
ENST00000670990.1	AC003973.1
ENST00000658063.1	AC003973.1
ENST00000600071.1	AC003973.1
ENST00000651332.1	ZNF257
ENST00000594947.6	ZNF257
ENST00000600162.1	ZNF257
ENST00000598302.1	BNIP3P29
ENST00000600543.2	ZNF92P2
ENST00000597113.1	AC073539.2
ENST00000595406.1	PCGF7P
ENST00000598980.1	MTDHP5
ENST00000601587.1	VN1R85P
ENST00000397121.3	ZNF676
ENST00000650058.1	ZNF676
ENST00000601184.1	BNIP3P30
ENST00000634174.1	AC073539.7
ENST00000599810.1	AC073539.1
ENST00000601905.1	AC073539.3
ENST00000601693.2	ZNF729
ENST00000604515.1	BNIP3P31
ENST00000596454.1	AC011494.1
ENST00000465389.1	RPL34P34
ENST00000357774.9	ZNF98
ENST00000601553.1	ZNF98
ENST00000599129.1	AC011516.1
ENST00000600015.1	BNIP3P32
ENST00000604312.1	AC025811.1
ENST00000598912.1	BNIP3P33
ENST00000593450.1	ZNF209P
ENST00000603784.1	AC004004.1
ENST00000652517.1	AC011467.7
ENST00000562262.1	AC011467.1
ENST00000598832.1	LINC01233
ENST00000601708.1	LINC01233
ENST00000384667.1	RNU6-1179P
ENST00000603174.1	AC011467.6
ENST00000600260.5	GOLGA2P9
ENST00000596977.1	GOLGA2P9
ENST00000473738.3	RN7SL860P
ENST00000599738.1	AC011467.3
ENST00000594891.1	AC011467.4
ENST00000597392.1	AC011467.5
ENST00000652384.1	LINC01785
ENST00000598425.1	AC011467.2
ENST00000456783.3	ZNF492
ENST00000601860.5	AC024563.1
ENST00000594711.1	ZNF849P
ENST00000597533.1	AC024563.1
ENST00000486062.1	RPL34P33
ENST00000603282.1	AC024563.2
ENST00000596706.1	VN1R87P
ENST00000596209.4	ZNF99
ENST00000397104.5	ZNF99
ENST00000624425.2	AC008626.2
ENST00000604384.2	AC008626.1
ENST00000600724.1	BNIP3P34
ENST00000600766.3	ZNF723
ENST00000604530.1	BNIP3P35
ENST00000596787.1	VN1R88P
ENST00000651654.1	AC022145.1
ENST00000598203.1	AC022145.2
ENST00000594710.2	ZNF728
ENST00000603076.1	BNIP3P36
ENST00000657971.1	LINC01859
ENST00000664557.1	LINC01859
ENST00000564534.1	LINC01858
ENST00000653153.1	LINC01858
ENST00000600896.5	AC074135.2
ENST00000594318.1	AC074135.1
ENST00000593635.1	ZNF730
ENST00000600223.1	AC074135.1
ENST00000597761.7	ZNF730
ENST00000604107.1	BNIP3P37
ENST00000600819.1	AC124856.1
ENST00000601728.1	SNX6P1
ENST00000598402.1	AC092329.2
ENST00000418100.5	ZNF724
ENST00000611392.5	AC092329.3
ENST00000597037.1	ZNF724
ENST00000601117.1	BNIP3P38
ENST00000593576.1	IPO5P1
ENST00000600039.1	IPO5P1
ENST00000594653.1	AC092329.1
ENST00000640838.1	AC092329.4
ENST00000638174.1	AC092329.4
ENST00000639752.1	AC092329.4
ENST00000639327.1	AC092329.4
ENST00000638822.1	AC092329.4
ENST00000640517.1	AC092329.4
ENST00000640354.1	AC092329.4
ENST00000640920.1	AC092329.4
ENST00000639997.1	AC092329.4
ENST00000638919.1	AC092329.4
ENST00000595717.1	VN1R90P
ENST00000594377.1	VN1R91P
ENST00000600671.1	AC010300.1
ENST00000599743.5	ZNF91
ENST00000300619.12	ZNF91
ENST00000397082.2	ZNF91
ENST00000597863.1	BNIP3P8
ENST00000601004.1	CDC42EP3P1
ENST00000596283.5	LINC01224
ENST00000593573.5	LINC01224
ENST00000598511.1	VN1R92P
ENST00000621617.1	AC074140.1
ENST00000596753.1	ZNF725P
ENST00000601935.5	ZNF675
ENST00000600313.5	ZNF675
ENST00000596211.5	ZNF675
ENST00000600110.1	AC073544.1
ENST00000463110.1	RPS27P29
ENST00000601155.1	VN1R93P
ENST00000359788.9	ZNF675
ENST00000601010.5	ZNF675
ENST00000599168.1	ZNF675
ENST00000402377.3	ZNF681
ENST00000471224.5	AC139769.1
ENST00000472297.2	AC139769.1
ENST00000601077.1	BNIP3P39
ENST00000599944.1	AC139769.2
ENST00000484897.3	RPSAP58
ENST00000618383.1	AC139769.3
ENST00000658651.1	AC011503.4
ENST00000525354.6	ZNF726
ENST00000334589.9	ZNF726
ENST00000531821.6	ZNF726
ENST00000322487.11	ZNF726
ENST00000594466.6	ZNF726
ENST00000575986.1	ZNF726
ENST00000596326.5	AC011503.1
ENST00000594230.1	AC011503.2
ENST00000596594.1	AC011503.3
ENST00000598914.2	AC011503.1
ENST00000365096.1	RNA5-8SP4
ENST00000613065.4	ZNF254
ENST00000658858.1	AC092279.1
ENST00000654594.1	AC092279.1
ENST00000659757.1	AC092279.1
ENST00000661386.1	AC092279.1
ENST00000665638.1	AC092279.1
ENST00000668701.1	AC092279.1
ENST00000655664.1	AC092279.1
ENST00000623742.1	AC092279.2
ENST00000611359.3	ZNF254
ENST00000616028.2	ZNF254
ENST00000339642.10	ZNF254
ENST00000357002.4	ZNF254
ENST00000596017.1	BNIP3P40
ENST00000620377.1	AC073534.2
ENST00000598671.1	AC073534.1
ENST00000600419.5	ERVK-28
ENST00000623712.1	AC112702.1
ENST00000666409.1	LINC00662
ENST00000655465.1	LINC00662
ENST00000658694.1	LINC00662
ENST00000656191.1	LINC00662
ENST00000654098.1	LINC00662
ENST00000659785.1	LINC00662
ENST00000664720.1	LINC00662
ENST00000668933.1	LINC00662
ENST00000657677.1	LINC00662
ENST00000661680.1	LINC00662
ENST00000670305.1	LINC00662
ENST00000671152.1	LINC00662
ENST00000665874.1	LINC00662
ENST00000657659.1	LINC00662
ENST00000666734.1	LINC00662
ENST00000562493.1	AC006504.1
ENST00000666841.1	LINC00662
ENST00000656728.1	LINC00662
ENST00000590523.2	LINC00662
ENST00000667196.1	AC006504.5
ENST00000655543.1	AC006504.5
ENST00000588122.5	AC006504.5
ENST00000592806.1	AC006504.5
ENST00000668186.1	AC006504.5
ENST00000664065.1	AC006504.5
ENST00000661017.1	AC006504.5
ENST00000663452.1	AC006504.5
ENST00000621046.2	AC006504.7
ENST00000586818.1	AC006504.3
ENST00000587610.1	SLC25A1P5
ENST00000669145.1	AC006504.2
ENST00000592118.2	AC006504.4
ENST00000586473.2	AC005357.2
ENST00000590142.1	AC006504.6
ENST00000586408.1	AC005758.1
ENST00000590507.1	AC005357.2
ENST00000588399.1	AC005357.1
ENST00000590229.1	AC010511.1
ENST00000587777.1	AC020905.1
ENST00000592311.5	AC005580.1
ENST00000587140.5	AC005580.1
ENST00000591926.1	AC005580.1
ENST00000590280.1	AC093074.1
ENST00000567877.1	AC005307.1
ENST00000592347.5	AC005394.2
ENST00000593065.5	AC005381.1
ENST00000585697.1	AC005381.1
ENST00000589999.1	AC005394.1
ENST00000592931.1	AC005616.1
ENST00000585394.1	AC079466.2
ENST00000587961.1	AC079466.1
ENST00000651559.1	AC079466.1
ENST00000656648.1	AC079466.1
ENST00000636857.1	AC005524.1
ENST00000586528.1	AC005524.1
ENST00000590286.1	MAN1A2P1
ENST00000662278.1	AC007795.1
ENST00000669752.1	AC007795.1
ENST00000657984.1	LINC00906
ENST00000651179.1	LINC00906
ENST00000587850.1	AC008991.1
ENST00000590167.1	AC011524.1
ENST00000589198.1	AC011524.2
ENST00000587998.6	LINC00906
ENST00000659282.1	LINC00906
ENST00000667314.1	LINC00906
ENST00000660607.1	LINC00906
ENST00000669456.1	LINC00906
ENST00000664282.1	LINC00906
ENST00000516463.1	RNA5SP470
ENST00000663054.1	LINC01532
ENST00000668941.1	LINC01532
ENST00000667583.1	LINC01532
ENST00000656059.1	LINC01532
ENST00000656834.1	AC011505.1
ENST00000304863.6	UQCRFS1
ENST00000590607.2	AC007786.1
ENST00000618791.1	AC007786.2
ENST00000615154.1	AC007786.3
ENST00000470792.3	RN7SL340P
ENST00000663300.1	AC007786.4
ENST00000582581.5	AC011474.1
ENST00000660387.1	AC011474.1
ENST00000587520.1	AC011474.3
ENST00000579268.1	AC011474.2
ENST00000623523.1	AC011474.4
ENST00000335523.7	VSTM2B
ENST00000585603.6	POP4
ENST00000221770.7	POP4
ENST00000592810.1	PLEKHF1
ENST00000436066.4	PLEKHF1
ENST00000623113.1	C19orf12
ENST00000614091.4	C19orf12
ENST00000323670.13	C19orf12
ENST00000392276.1	C19orf12
ENST00000592153.5	C19orf12
ENST00000392278.2	C19orf12
ENST00000666573.1	AC008798.3
ENST00000262643.8	CCNE1
ENST00000444983.6	CCNE1
ENST00000357943.9	CCNE1
ENST00000657512.1	AC008798.2
ENST00000586584.1	AC008798.1
ENST00000624591.1	AC008507.3
ENST00000585753.1	PPIAP58
ENST00000360605.8	URI1
ENST00000392271.6	URI1
ENST00000464118.2	RPL9P32
ENST00000588402.1	AC008507.2
ENST00000585464.1	TAF9P3
ENST00000587506.2	AC008507.1
ENST00000655808.1	AC008507.4
ENST00000660929.1	AC008507.5
ENST00000588092.1	AC005597.1
ENST00000355537.4	ZNF536
ENST00000623331.1	AC011504.1
ENST00000593140.1	AC011478.1
ENST00000585364.1	AC011507.1
ENST00000567374.1	LINC01834
ENST00000587702.1	AC020897.1
ENST00000638312.1	AC020912.1
ENST00000660210.1	LINC01791
ENST00000655296.1	LINC01791
ENST00000671470.1	LINC01791
ENST00000659731.1	LINC01791
ENST00000589511.1	LINC01791
ENST00000240587.5	TSHZ3
ENST00000558569.1	TSHZ3
ENST00000585336.1	AC025809.1
ENST00000625085.1	AC025809.2
ENST00000591132.1	AC008992.1
ENST00000587779.1	AC008794.1
ENST00000593063.1	LINC02841
ENST00000562167.1	AC011525.1
ENST00000669372.1	AC011525.2
ENST00000516971.1	RNA5SP471
ENST00000365024.1	RNU6-967P
ENST00000651930.1	LINC01837
ENST00000659249.1	LINC01837
ENST00000663079.1	LINC01837
ENST00000593082.3	LINC01837
ENST00000663136.1	LINC01837
ENST00000662070.1	LINC01533
ENST00000652115.1	LINC01533
ENST00000666300.1	LINC01533
ENST00000656139.1	LINC01533
ENST00000661915.1	LINC01533
ENST00000662548.1	LINC01533
ENST00000656347.1	LINC01533
ENST00000657008.1	LINC01533
ENST00000585739.1	LINC01533
ENST00000591212.1	LINC01782
ENST00000671052.1	AC011518.1
ENST00000592668.2	AC011518.1
ENST00000651770.1	AC074139.1
ENST00000363868.1	RNA5SP472
ENST00000311921.8	ZNF507
ENST00000355898.6	ZNF507
ENST00000544431.5	ZNF507
ENST00000592680.2	AC007773.1
ENST00000587077.6	DPY19L3
ENST00000392250.7	DPY19L3
ENST00000586987.5	DPY19L3
ENST00000342179.9	DPY19L3
ENST00000590247.7	PDCD5
ENST00000419343.7	PDCD5
ENST00000592786.5	PDCD5
ENST00000379316.3	PDCD5
ENST00000586035.1	PDCD5
ENST00000306065.9	ANKRD27
ENST00000364518.1	SNORA68B
ENST00000491419.1	RPS12P31
ENST00000587352.5	ANKRD27
ENST00000478944.3	RN7SL789P
ENST00000589127.1	AC008474.1
ENST00000334176.4	RGS9BP
ENST00000592431.1	AC008736.1
ENST00000397061.3	NUDT19
ENST00000587554.1	AC008736.2
ENST00000444215.6	TDRD12
ENST00000647536.1	TDRD12
ENST00000421545.2	TDRD12
ENST00000590892.1	AC008805.1
ENST00000590341.5	SLC7A9
ENST00000023064.9	SLC7A9
ENST00000587772.1	SLC7A9
ENST00000590069.1	AC008805.2
ENST00000365097.1	RN7SKP22
ENST00000305768.10	CEP89
ENST00000590597.6	CEP89
ENST00000478450.1	RPL31P60
ENST00000591863.1	CEP89
ENST00000589646.5	FAAP24
ENST00000588258.6	FAAP24
ENST00000590179.1	FAAP24
ENST00000590281.1	FAAP24
ENST00000254260.8	RHPN2
ENST00000587471.1	AC008521.1
ENST00000591021.1	AC008521.2
ENST00000170564.7	GPATCH1
ENST00000592765.5	WDR88
ENST00000361680.6	WDR88
ENST00000355868.4	WDR88
ENST00000590117.1	AC008738.1
ENST00000253193.9	LRP3
ENST00000609744.1	AC008738.7
ENST00000253188.8	SLC7A10
ENST00000590492.1	AC008738.4
ENST00000668860.1	AC008738.4
ENST00000604605.1	AC008738.6
ENST00000589932.1	AC008738.3
ENST00000498907.3	CEBPA
ENST00000587312.1	AC008738.5
ENST00000592982.2	CEBPA-DT
ENST00000593041.1	AC008738.2
ENST00000487064.1	RPS3AP50
ENST00000587229.2	AKR1B1P7
ENST00000284000.9	CEBPG
ENST00000585933.2	CEBPG
ENST00000244137.12	PEPD
ENST00000397032.8	PEPD
ENST00000436370.7	PEPD
ENST00000589967.1	AC010485.1
ENST00000497298.1	RPL21P131
ENST00000650847.1	CHST8
ENST00000434302.5	CHST8
ENST00000438847.7	CHST8
ENST00000262622.4	CHST8
ENST00000589786.5	KCTD15
ENST00000284006.10	KCTD15
ENST00000588881.5	KCTD15
ENST00000430256.3	KCTD15
ENST00000610908.1	AC008556.1
ENST00000462298.3	RN7SL150P
ENST00000657364.1	AC016587.1
ENST00000487801.1	RPS4XP23
ENST00000505751.1	RPS4XP20
ENST00000603814.1	RPS4XP21
ENST00000603038.1	CHCHD2P3
ENST00000540746.6	LSM14A
ENST00000544216.7	LSM14A
ENST00000433627.9	LSM14A
ENST00000299505.7	KIAA0355
ENST00000587474.1	RPL29P33
ENST00000591311.1	AC010504.1
ENST00000415930.8	GPI
ENST00000588991.7	GPI
ENST00000356487.11	GPI
ENST00000606020.1	AC092073.1
ENST00000246535.4	PDCD2L
ENST00000587065.2	PDCD2L
ENST00000578043.2	RN7SL154P
ENST00000592220.1	AC008747.1
ENST00000246548.9	UBA2
ENST00000439527.6	UBA2
ENST00000592791.1	UBA2
ENST00000590071.7	WTIP
ENST00000471178.2	RPS26P55
ENST00000328088.5	ZNF807
ENST00000595013.1	SCGB1B2P
ENST00000379204.2	SCGB2B2
ENST00000601241.5	SCGB2B2
ENST00000603701.1	AC020910.4
ENST00000516421.1	AC020910.1
ENST00000599404.1	AC020910.2
ENST00000623084.1	AC020910.7
ENST00000599388.2	SCGB2B3P
ENST00000623668.1	AC020910.6
ENST00000627982.2	ZNF302
ENST00000613363.4	ZNF302
ENST00000509528.5	ZNF302
ENST00000457781.6	ZNF302
ENST00000505242.6	ZNF302
ENST00000423823.6	ZNF302
ENST00000507959.5	ZNF302
ENST00000446502.6	ZNF302
ENST00000505365.2	ZNF302
ENST00000612269.1	AC020910.5
ENST00000392232.7	ZNF181
ENST00000492450.3	ZNF181
ENST00000459757.6	ZNF181
ENST00000329285.13	ZNF599
ENST00000587354.6	ZNF599
ENST00000588760.1	ZNF599
ENST00000603635.1	AC020910.3
ENST00000561778.2	AC008555.1
ENST00000590963.1	LINC01801
ENST00000605008.1	AC008555.6
ENST00000600348.2	AC008555.2
ENST00000659696.1	AC008555.2
ENST00000670999.1	AC008555.2
ENST00000668481.1	AC008555.2
ENST00000601776.2	AC008555.2
ENST00000668799.1	AC008555.2
ENST00000661037.1	AC008555.2
ENST00000668999.1	AC008555.2
ENST00000666368.1	AC008555.2
ENST00000669819.1	AC008555.2
ENST00000657506.1	AC008555.4
ENST00000665881.1	AC008555.4
ENST00000605481.1	AC008555.3
ENST00000653476.1	AC008555.5
ENST00000657508.1	AC008555.5
ENST00000658624.1	AC008555.5
ENST00000668349.1	AC008555.5
ENST00000657878.1	AC008555.5
ENST00000667778.1	AC008555.5
ENST00000603717.2	AC008555.5
ENST00000595783.1	LINC01838
ENST00000604333.1	ZNF30-AS1
ENST00000303586.11	ZNF30
ENST00000439785.5	ZNF30
ENST00000601957.5	ZNF30
ENST00000601142.1	ZNF30
ENST00000623602.1	AC008555.7
ENST00000404801.2	ZNF792
ENST00000605484.1	ZNF792
ENST00000599564.5	GRAMD1A
ENST00000600959.1	AC020907.3
ENST00000317991.9	GRAMD1A
ENST00000411896.6	GRAMD1A
ENST00000424536.2	GRAMD1A
ENST00000605640.1	AC020907.4
ENST00000262631.11	SCN1B
ENST00000638536.1	SCN1B
ENST00000415950.4	SCN1B
ENST00000595652.5	SCN1B
ENST00000640135.1	SCN1B
ENST00000596348.2	SCN1B
ENST00000262626.6	HPN
ENST00000392226.5	HPN
ENST00000672452.1	HPN
ENST00000673426.1	HPN
ENST00000597419.1	HPN
ENST00000666194.1	HPN-AS1
ENST00000392227.2	HPN-AS1
ENST00000648691.1	AC020907.1
ENST00000650457.1	AC020907.1
ENST00000648240.1	AC020907.6
ENST00000604404.5	FXYD3
ENST00000435734.6	FXYD3
ENST00000603181.5	FXYD3
ENST00000604255.5	FXYD3
ENST00000344013.10	FXYD3
ENST00000346446.9	FXYD3
ENST00000603449.5	FXYD3
ENST00000605550.5	FXYD3
ENST00000604804.5	FXYD3
ENST00000605552.5	FXYD3
ENST00000603524.5	FXYD3
ENST00000604621.5	FXYD3
ENST00000605677.1	FXYD3
ENST00000622822.1	MIR6887
ENST00000310123.8	LGI4
ENST00000392225.7	LGI4
ENST00000591633.2	LGI4
ENST00000624372.1	AC020907.5
ENST00000351325.8	FXYD1
ENST00000586871.5	AC020907.2
ENST00000612146.4	FXYD1
ENST00000589209.5	FXYD1
ENST00000455515.6	FXYD1
ENST00000588715.5	FXYD1
ENST00000588607.5	FXYD1
ENST00000588081.5	FXYD1
ENST00000586063.5	FXYD7
ENST00000270310.6	FXYD7
ENST00000588265.1	FXYD7
ENST00000392218.6	FXYD5
ENST00000543307.5	FXYD5
ENST00000392219.7	FXYD5
ENST00000541435.6	FXYD5
ENST00000590686.5	FXYD5
ENST00000342879.7	FXYD5
ENST00000588699.5	FXYD5
ENST00000423817.7	FXYD5
ENST00000392217.3	FXYD5
ENST00000324675.3	FAM187B
ENST00000577135.1	FAM187B2P
ENST00000602122.5	LSR
ENST00000621372.4	LSR
ENST00000361790.7	LSR
ENST00000360798.7	LSR
ENST00000354900.7	LSR
ENST00000347609.8	LSR
ENST00000427250.5	LSR
ENST00000605618.5	LSR
ENST00000604161.1	AC002128.2
ENST00000602262.1	AC002128.1
ENST00000222305.8	USF2
ENST00000343550.9	USF2
ENST00000595068.5	USF2
ENST00000379134.7	USF2
ENST00000594064.5	USF2
ENST00000598398.5	HAMP
ENST00000222304.5	HAMP
ENST00000361922.8	MAG
ENST00000597035.5	MAG
ENST00000537831.2	MAG
ENST00000392213.8	MAG
ENST00000341773.10	CD22
ENST00000536635.6	CD22
ENST00000085219.10	CD22
ENST00000419549.6	CD22
ENST00000544992.6	CD22
ENST00000597110.1	U62631.1
ENST00000594250.5	CD22
ENST00000578146.1	MIR5196
ENST00000246553.3	FFAR1
ENST00000327809.5	FFAR3
ENST00000594310.1	FFAR3
ENST00000454971.2	GPR42
ENST00000597214.1	GPR42
ENST00000596811.1	EEF1A1P7
ENST00000602653.5	LINC01531
ENST00000536898.5	LINC01531
ENST00000638098.1	AC002511.3
ENST00000584748.2	RN7SL491P
ENST00000413796.1	AC002511.2
ENST00000428426.2	AC002511.1
ENST00000599180.2	FFAR2
ENST00000246549.2	FFAR2
ENST00000338897.4	KRTDAP
ENST00000484218.6	KRTDAP
ENST00000408915.6	DMKN
ENST00000402589.6	DMKN
ENST00000339686.8	DMKN
ENST00000436012.5	DMKN
ENST00000414866.6	DMKN
ENST00000480502.5	DMKN
ENST00000467637.5	DMKN
ENST00000429837.5	DMKN
ENST00000419602.5	DMKN
ENST00000443640.5	DMKN
ENST00000472252.6	DMKN
ENST00000602781.5	DMKN
ENST00000492341.6	DMKN
ENST00000474928.5	DMKN
ENST00000488892.5	DMKN
ENST00000461300.5	DMKN
ENST00000447113.6	DMKN
ENST00000392206.6	DMKN
ENST00000458071.5	DMKN
ENST00000418261.5	DMKN
ENST00000424570.6	DMKN
ENST00000451297.6	DMKN
ENST00000452271.7	SBSN
ENST00000518157.1	SBSN
ENST00000222286.9	GAPDHS
ENST00000660248.1	TMEM147-AS1
ENST00000670097.1	TMEM147-AS1
ENST00000660839.1	TMEM147-AS1
ENST00000222284.10	TMEM147
ENST00000392204.6	TMEM147
ENST00000392205.2	TMEM147
ENST00000262623.4	ATP4A
ENST00000638356.1	AD000090.1
ENST00000646476.1	PMIS2
ENST00000640449.2	PMIS2
ENST00000656011.1	LINC01766
ENST00000657962.1	LINC01766
ENST00000665580.1	LINC01766
ENST00000589603.1	AC002115.1
ENST00000203166.10	HAUS5
ENST00000588161.5	RBM42
ENST00000262633.9	RBM42
ENST00000592202.5	RBM42
ENST00000586618.5	RBM42
ENST00000589559.5	RBM42
ENST00000589871.1	RBM42
ENST00000619399.4	ETV2
ENST00000379023.8	ETV2
ENST00000379026.6	ETV2
ENST00000402764.6	ETV2
ENST00000479824.5	ETV2
ENST00000621247.4	ETV2
ENST00000403402.1	ETV2
ENST00000649813.2	COX6B1
ENST00000592141.6	COX6B1
ENST00000392201.1	COX6B1
ENST00000616789.4	UPK1A
ENST00000617999.4	UPK1A
ENST00000379013.6	UPK1A
ENST00000222275.2	UPK1A
ENST00000443196.1	UPK1A-AS1
ENST00000589501.1	TYMSP2
ENST00000392197.7	ZBTB32
ENST00000262630.7	ZBTB32
ENST00000420124.2	KMT2B
ENST00000246532.6	IGFLR1
ENST00000592889.1	IGFLR1
ENST00000588992.5	IGFLR1
ENST00000589807.1	AD000671.2
ENST00000592537.5	IGFLR1
ENST00000378975.8	U2AF1L4
ENST00000412391.6	U2AF1L4
ENST00000292879.9	U2AF1L4
ENST00000591949.1	PSENEN
ENST00000222266.2	PSENEN
ENST00000587708.7	PSENEN
ENST00000591613.2	AD000671.1
ENST00000591091.1	AD000671.3
ENST00000301159.14	LIN37
ENST00000587767.1	AC002398.2
ENST00000004982.6	HSPB6
ENST00000587965.1	HSPB6
ENST00000396908.8	PROSER3
ENST00000536950.5	PROSER3
ENST00000537459.5	PROSER3
ENST00000421853.6	PROSER3
ENST00000589397.1	AC002398.1
ENST00000378944.9	ARHGAP33
ENST00000314737.9	ARHGAP33
ENST00000007510.8	ARHGAP33
ENST00000637365.1	LINC01529
ENST00000636474.2	LINC01529
ENST00000637448.1	LINC01529
ENST00000653904.1	PRODH2
ENST00000301175.7	PRODH2
ENST00000378910.9	NPHS1
ENST00000353632.6	NPHS1
ENST00000592409.5	KIRREL2
ENST00000347900.10	KIRREL2
ENST00000360202.9	KIRREL2
ENST00000262625.7	KIRREL2
ENST00000537454.6	APLP1
ENST00000221891.8	APLP1
ENST00000652533.1	APLP1
ENST00000586861.5	APLP1
ENST00000465059.2	RN7SL402P
ENST00000396901.5	NFKBID
ENST00000641389.1	NFKBID
ENST00000606253.5	NFKBID
ENST00000624076.1	AD000864.1
ENST00000246551.9	HCST
ENST00000437550.2	HCST
ENST00000424586.7	TYROBP
ENST00000585901.6	TYROBP
ENST00000544690.6	TYROBP
ENST00000262629.8	TYROBP
ENST00000589517.1	TYROBP
ENST00000588831.5	LRFN3
ENST00000246529.3	LRFN3
ENST00000592518.1	AF038458.3
ENST00000588406.1	AF038458.1
ENST00000587412.1	AF038458.2
ENST00000378887.3	SDHAF1
ENST00000324444.9	SYNE4
